,Bal,Brick,Dist,Flat URL,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
7597,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7597,0,3.0,1490000.0,1,0.0,26.0,0.0
7598,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7598,0,3.0,1520000.0,9,,18.0,1.0
7599,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7599,0,3.0,1520000.0,9,,18.0,1.0
7600,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7600,0,3.0,1520000.0,9,,18.0,1.0
7601,,1,19.710497034370174,150798043,1,,20.0,16.0,7601,0,3.0,1599222.0,1,1.0,20.2,0.0
7602,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7602,1,3.0,1599333.0,1,,20.3,0.0
7603,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7603,0,3.0,1700000.0,9,0.0,19.0,0.0
7604,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7604,0,3.0,1700000.0,9,0.0,19.0,0.0
7605,,1,19.950833117250042,149978104,1,3.0,19.0,,7605,0,3.0,1740000.0,1,,22.0,
7606,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7606,0,3.0,1790000.0,9,,29.0,0.0
7607,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7607,0,3.0,1790000.0,9,,23.0,
7608,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7608,0,3.0,1790000.0,1,0.0,29.0,0.0
7609,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7609,0,3.0,1790000.0,1,0.0,29.0,0.0
7610,,1,19.98498107191243,151021232,3,,25.9,,7610,0,3.0,1790000.0,1,,25.9,
7611,,1,16.385671633096024,150137713,3,5.0,12.0,,7611,0,4.0,1799900.0,1,1.0,17.0,
7612,,0,15.889013498739969,151119318,3,3.0,14.0,,7612,0,4.0,1850000.0,9,,18.0,
7613,,0,16.747492744319896,151049226,1,,13.0,,7613,0,15.0,1850000.0,9,,15.0,
7614,,0,16.91153252660973,151032661,3,4.0,14.0,,7614,0,3.0,1890000.0,9,,18.0,
7615,,1,18.865818391903645,150799930,2,,23.0,18.0,7615,1,3.0,1899111.0,1,,23.1,0.0
7616,,1,14.8706095577513,149704270,12,8.0,28.0,15.0,7616,0,12.0,4700000.0,2,,40.2,0.0
7617,1.0,0,14.667287749976273,150287008,2,12.0,18.0,7.0,7617,0,6.0,5999000.0,1,0.0,48.0,0.0
7618,1.0,0,21.779781113052593,149154288,3,14.0,31.0,15.0,7618,0,3.0,7700000.0,2,0.0,60.0,0.0
7619,,1,31.326629665845505,149518164,2,,18.5,,7619,0,3.0,740000.0,9,,18.5,
7620,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7620,0,3.0,1360000.0,9,,15.0,0.0
7621,,1,31.326629665845505,150314057,2,,34.5,,7621,0,3.0,1380000.0,1,,34.5,
7622,,1,19.990758195568255,150799498,3,,15.0,15.0,7622,1,3.0,1399111.0,1,,15.1,0.0
7623,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7623,0,3.0,1399444.0,1,1.0,15.4,0.0
7624,,1,20.48842048688527,150808038,3,,14.4,,7624,0,3.0,1399666.0,1,1.0,15.6,
7625,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7625,0,3.0,1490000.0,1,0.0,26.0,0.0
7626,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7626,0,3.0,1520000.0,9,,18.0,1.0
7627,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7627,0,3.0,1520000.0,9,,18.0,1.0
7628,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7628,0,3.0,1520000.0,9,,18.0,1.0
7629,,1,19.710497034370174,150798043,1,,20.0,16.0,7629,0,3.0,1599222.0,1,1.0,20.2,0.0
7630,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7630,1,3.0,1599333.0,1,,20.3,0.0
7631,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7631,0,3.0,1700000.0,9,0.0,19.0,0.0
7632,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7632,0,3.0,1700000.0,9,0.0,19.0,0.0
7633,,1,19.950833117250042,149978104,1,3.0,19.0,,7633,0,3.0,1740000.0,1,,22.0,
7634,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7634,0,3.0,1790000.0,9,,29.0,0.0
7635,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7635,0,3.0,1790000.0,9,,23.0,
7636,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7636,0,3.0,1790000.0,1,0.0,29.0,0.0
7637,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7637,0,3.0,1790000.0,1,0.0,29.0,0.0
7638,,1,19.98498107191243,151021232,3,,25.9,,7638,0,3.0,1790000.0,1,,25.9,
7639,,1,16.385671633096024,150137713,3,5.0,12.0,,7639,0,4.0,1799900.0,1,1.0,17.0,
7640,,0,15.889013498739969,151119318,3,3.0,14.0,,7640,0,4.0,1850000.0,9,,18.0,
7641,,0,16.747492744319896,151049226,1,,13.0,,7641,0,15.0,1850000.0,9,,15.0,
7642,,0,16.91153252660973,151032661,3,4.0,14.0,,7642,0,3.0,1890000.0,9,,18.0,
7643,,1,18.865818391903645,150799930,2,,23.0,18.0,7643,1,3.0,1899111.0,1,,23.1,0.0
7644,1.0,1,14.677164515718674,149488606,5,10.1,21.0,,7644,0,17.0,5550000.0,1,,48.7,
7645,,0,16.18482954423416,141032946,3,,,27.0,7645,1,8.0,9246943.0,1,,62.3,1.0
7646,1.0,1,22.780447521215535,150484399,10,5.3,18.2,25.0,7646,0,10.0,2782963.0,1,0.0,33.2,0.0
7647,,1,31.326629665845505,149518164,2,,18.5,,7647,0,3.0,740000.0,9,,18.5,
7648,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7648,0,3.0,1360000.0,9,,15.0,0.0
7649,,1,31.326629665845505,150314057,2,,34.5,,7649,0,3.0,1380000.0,1,,34.5,
7650,,1,19.990758195568255,150799498,3,,15.0,15.0,7650,1,3.0,1399111.0,1,,15.1,0.0
7651,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7651,0,3.0,1399444.0,1,1.0,15.4,0.0
7652,,1,20.48842048688527,150808038,3,,14.4,,7652,0,3.0,1399666.0,1,1.0,15.6,
7653,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7653,0,3.0,1490000.0,1,0.0,26.0,0.0
7654,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7654,0,3.0,1520000.0,9,,18.0,1.0
7655,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7655,0,3.0,1520000.0,9,,18.0,1.0
7656,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7656,0,3.0,1520000.0,9,,18.0,1.0
7657,,1,19.710497034370174,150798043,1,,20.0,16.0,7657,0,3.0,1599222.0,1,1.0,20.2,0.0
7658,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7658,1,3.0,1599333.0,1,,20.3,0.0
7659,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7659,0,3.0,1700000.0,9,0.0,19.0,0.0
7660,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7660,0,3.0,1700000.0,9,0.0,19.0,0.0
7661,,1,19.950833117250042,149978104,1,3.0,19.0,,7661,0,3.0,1740000.0,1,,22.0,
7662,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7662,0,3.0,1790000.0,9,,29.0,0.0
7663,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7663,0,3.0,1790000.0,9,,23.0,
7664,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7664,0,3.0,1790000.0,1,0.0,29.0,0.0
7665,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7665,0,3.0,1790000.0,1,0.0,29.0,0.0
7666,,1,19.98498107191243,151021232,3,,25.9,,7666,0,3.0,1790000.0,1,,25.9,
7667,,1,16.385671633096024,150137713,3,5.0,12.0,,7667,0,4.0,1799900.0,1,1.0,17.0,
7668,,0,15.889013498739969,151119318,3,3.0,14.0,,7668,0,4.0,1850000.0,9,,18.0,
7669,,0,16.747492744319896,151049226,1,,13.0,,7669,0,15.0,1850000.0,9,,15.0,
7670,,0,16.91153252660973,151032661,3,4.0,14.0,,7670,0,3.0,1890000.0,9,,18.0,
7671,,1,18.865818391903645,150799930,2,,23.0,18.0,7671,1,3.0,1899111.0,1,,23.1,0.0
7672,1.0,1,16.747492744319896,149686162,17,5.0,15.0,,7672,0,22.0,3300000.0,1,0.0,27.5,
7673,1.0,0,16.680896837003786,150858254,10,10.6,24.1,,7673,1,13.0,4472100.0,2,,49.7,
7674,,1,14.8706095577513,149704270,12,8.0,28.0,15.0,7674,0,12.0,4700000.0,2,,40.2,0.0
7675,,1,31.326629665845505,149518164,2,,18.5,,7675,0,3.0,740000.0,9,,18.5,
7676,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7676,0,3.0,1360000.0,9,,15.0,0.0
7677,,1,31.326629665845505,150314057,2,,34.5,,7677,0,3.0,1380000.0,1,,34.5,
7678,,1,19.990758195568255,150799498,3,,15.0,15.0,7678,1,3.0,1399111.0,1,,15.1,0.0
7679,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7679,0,3.0,1399444.0,1,1.0,15.4,0.0
7680,,1,20.48842048688527,150808038,3,,14.4,,7680,0,3.0,1399666.0,1,1.0,15.6,
7681,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7681,0,3.0,1490000.0,1,0.0,26.0,0.0
7682,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7682,0,3.0,1520000.0,9,,18.0,1.0
7683,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7683,0,3.0,1520000.0,9,,18.0,1.0
7684,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7684,0,3.0,1520000.0,9,,18.0,1.0
7685,,1,19.710497034370174,150798043,1,,20.0,16.0,7685,0,3.0,1599222.0,1,1.0,20.2,0.0
7686,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7686,1,3.0,1599333.0,1,,20.3,0.0
7687,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7687,0,3.0,1700000.0,9,0.0,19.0,0.0
7688,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7688,0,3.0,1700000.0,9,0.0,19.0,0.0
7689,,1,19.950833117250042,149978104,1,3.0,19.0,,7689,0,3.0,1740000.0,1,,22.0,
7690,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7690,0,3.0,1790000.0,9,,29.0,0.0
7691,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7691,0,3.0,1790000.0,9,,23.0,
7692,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7692,0,3.0,1790000.0,1,0.0,29.0,0.0
7693,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7693,0,3.0,1790000.0,1,0.0,29.0,0.0
7694,,1,19.98498107191243,151021232,3,,25.9,,7694,0,3.0,1790000.0,1,,25.9,
7695,,1,16.385671633096024,150137713,3,5.0,12.0,,7695,0,4.0,1799900.0,1,1.0,17.0,
7696,,0,15.889013498739969,151119318,3,3.0,14.0,,7696,0,4.0,1850000.0,9,,18.0,
7697,,0,16.747492744319896,151049226,1,,13.0,,7697,0,15.0,1850000.0,9,,15.0,
7698,,0,16.91153252660973,151032661,3,4.0,14.0,,7698,0,3.0,1890000.0,9,,18.0,
7699,,1,18.865818391903645,150799930,2,,23.0,18.0,7699,1,3.0,1899111.0,1,,23.1,0.0
7700,1.0,1,14.112824720755107,149950063,5,12.0,30.0,15.0,7700,0,12.0,7850000.0,2,0.0,57.0,0.0
7701,1.0,1,15.319735210853283,150966736,1,,24.3,15.0,7701,1,3.0,4250000.0,1,,33.0,1.0
7702,1.0,0,15.077478562355548,150527585,16,10.0,51.0,7.0,7702,0,17.0,10700000.0,3,1.0,70.0,0.0
7703,,1,31.326629665845505,149518164,2,,18.5,,7703,0,3.0,740000.0,9,,18.5,
7704,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7704,0,3.0,1360000.0,9,,15.0,0.0
7705,,1,31.326629665845505,150314057,2,,34.5,,7705,0,3.0,1380000.0,1,,34.5,
7706,,1,19.990758195568255,150799498,3,,15.0,15.0,7706,1,3.0,1399111.0,1,,15.1,0.0
7707,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7707,0,3.0,1399444.0,1,1.0,15.4,0.0
7708,,1,20.48842048688527,150808038,3,,14.4,,7708,0,3.0,1399666.0,1,1.0,15.6,
7709,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7709,0,3.0,1490000.0,1,0.0,26.0,0.0
7710,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7710,0,3.0,1520000.0,9,,18.0,1.0
7711,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7711,0,3.0,1520000.0,9,,18.0,1.0
7712,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7712,0,3.0,1520000.0,9,,18.0,1.0
7713,,1,19.710497034370174,150798043,1,,20.0,16.0,7713,0,3.0,1599222.0,1,1.0,20.2,0.0
7714,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7714,1,3.0,1599333.0,1,,20.3,0.0
7715,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7715,0,3.0,1700000.0,9,0.0,19.0,0.0
7716,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7716,0,3.0,1700000.0,9,0.0,19.0,0.0
7717,,1,19.950833117250042,149978104,1,3.0,19.0,,7717,0,3.0,1740000.0,1,,22.0,
7718,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7718,0,3.0,1790000.0,9,,29.0,0.0
7719,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7719,0,3.0,1790000.0,9,,23.0,
7720,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7720,0,3.0,1790000.0,1,0.0,29.0,0.0
7721,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7721,0,3.0,1790000.0,1,0.0,29.0,0.0
7722,,1,19.98498107191243,151021232,3,,25.9,,7722,0,3.0,1790000.0,1,,25.9,
7723,,1,16.385671633096024,150137713,3,5.0,12.0,,7723,0,4.0,1799900.0,1,1.0,17.0,
7724,,0,15.889013498739969,151119318,3,3.0,14.0,,7724,0,4.0,1850000.0,9,,18.0,
7725,,0,16.747492744319896,151049226,1,,13.0,,7725,0,15.0,1850000.0,9,,15.0,
7726,,0,16.91153252660973,151032661,3,4.0,14.0,,7726,0,3.0,1890000.0,9,,18.0,
7727,,1,18.865818391903645,150799930,2,,23.0,18.0,7727,1,3.0,1899111.0,1,,23.1,0.0
7728,0.0,0,33.65692111699981,148295708,1,,,,7728,1,7.0,2123485.0,9,,24.2,
7729,2.0,1,15.377269749989635,150862677,2,10.0,28.0,7.0,7729,0,3.0,6600000.0,2,0.0,51.0,0.0
7730,1.0,1,13.807512051954292,150954664,10,20.0,65.0,5.0,7730,0,13.0,18960000.0,3,0.0,125.0,0.0
7731,,1,31.326629665845505,149518164,2,,18.5,,7731,0,3.0,740000.0,9,,18.5,
7732,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7732,0,3.0,1360000.0,9,,15.0,0.0
7733,,1,31.326629665845505,150314057,2,,34.5,,7733,0,3.0,1380000.0,1,,34.5,
7734,,1,19.990758195568255,150799498,3,,15.0,15.0,7734,1,3.0,1399111.0,1,,15.1,0.0
7735,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7735,0,3.0,1399444.0,1,1.0,15.4,0.0
7736,,1,20.48842048688527,150808038,3,,14.4,,7736,0,3.0,1399666.0,1,1.0,15.6,
7737,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7737,0,3.0,1490000.0,1,0.0,26.0,0.0
7738,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7738,0,3.0,1520000.0,9,,18.0,1.0
7739,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7739,0,3.0,1520000.0,9,,18.0,1.0
7740,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7740,0,3.0,1520000.0,9,,18.0,1.0
7741,,1,19.710497034370174,150798043,1,,20.0,16.0,7741,0,3.0,1599222.0,1,1.0,20.2,0.0
7742,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7742,1,3.0,1599333.0,1,,20.3,0.0
7743,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7743,0,3.0,1700000.0,9,0.0,19.0,0.0
7744,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7744,0,3.0,1700000.0,9,0.0,19.0,0.0
7745,,1,19.950833117250042,149978104,1,3.0,19.0,,7745,0,3.0,1740000.0,1,,22.0,
7746,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7746,0,3.0,1790000.0,9,,29.0,0.0
7747,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7747,0,3.0,1790000.0,9,,23.0,
7748,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7748,0,3.0,1790000.0,1,0.0,29.0,0.0
7749,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7749,0,3.0,1790000.0,1,0.0,29.0,0.0
7750,,1,19.98498107191243,151021232,3,,25.9,,7750,0,3.0,1790000.0,1,,25.9,
7751,,1,16.385671633096024,150137713,3,5.0,12.0,,7751,0,4.0,1799900.0,1,1.0,17.0,
7752,,0,15.889013498739969,151119318,3,3.0,14.0,,7752,0,4.0,1850000.0,9,,18.0,
7753,,0,16.747492744319896,151049226,1,,13.0,,7753,0,15.0,1850000.0,9,,15.0,
7754,,0,16.91153252660973,151032661,3,4.0,14.0,,7754,0,3.0,1890000.0,9,,18.0,
7755,,1,18.865818391903645,150799930,2,,23.0,18.0,7755,1,3.0,1899111.0,1,,23.1,0.0
7756,1.0,0,21.779781113052593,149154288,3,14.0,31.0,15.0,7756,0,3.0,7700000.0,2,0.0,60.0,0.0
7757,2.0,1,15.377269749989635,150862677,2,10.0,28.0,7.0,7757,0,3.0,6600000.0,2,0.0,51.0,0.0
7758,,1,14.28615564979749,150263980,2,,30.5,7.0,7758,0,3.0,3690000.0,1,0.0,41.0,0.0
7759,,1,31.326629665845505,149518164,2,,18.5,,7759,0,3.0,740000.0,9,,18.5,
7760,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7760,0,3.0,1360000.0,9,,15.0,0.0
7761,,1,31.326629665845505,150314057,2,,34.5,,7761,0,3.0,1380000.0,1,,34.5,
7762,,1,19.990758195568255,150799498,3,,15.0,15.0,7762,1,3.0,1399111.0,1,,15.1,0.0
7763,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7763,0,3.0,1399444.0,1,1.0,15.4,0.0
7764,,1,20.48842048688527,150808038,3,,14.4,,7764,0,3.0,1399666.0,1,1.0,15.6,
7765,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7765,0,3.0,1490000.0,1,0.0,26.0,0.0
7766,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7766,0,3.0,1520000.0,9,,18.0,1.0
7767,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7767,0,3.0,1520000.0,9,,18.0,1.0
7768,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7768,0,3.0,1520000.0,9,,18.0,1.0
7769,,1,19.710497034370174,150798043,1,,20.0,16.0,7769,0,3.0,1599222.0,1,1.0,20.2,0.0
7770,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7770,1,3.0,1599333.0,1,,20.3,0.0
7771,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7771,0,3.0,1700000.0,9,0.0,19.0,0.0
7772,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7772,0,3.0,1700000.0,9,0.0,19.0,0.0
7773,,1,19.950833117250042,149978104,1,3.0,19.0,,7773,0,3.0,1740000.0,1,,22.0,
7774,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7774,0,3.0,1790000.0,9,,29.0,0.0
7775,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7775,0,3.0,1790000.0,9,,23.0,
7776,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7776,0,3.0,1790000.0,1,0.0,29.0,0.0
7777,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7777,0,3.0,1790000.0,1,0.0,29.0,0.0
7778,,1,19.98498107191243,151021232,3,,25.9,,7778,0,3.0,1790000.0,1,,25.9,
7779,,1,16.385671633096024,150137713,3,5.0,12.0,,7779,0,4.0,1799900.0,1,1.0,17.0,
7780,,0,15.889013498739969,151119318,3,3.0,14.0,,7780,0,4.0,1850000.0,9,,18.0,
7781,,0,16.747492744319896,151049226,1,,13.0,,7781,0,15.0,1850000.0,9,,15.0,
7782,,0,16.91153252660973,151032661,3,4.0,14.0,,7782,0,3.0,1890000.0,9,,18.0,
7783,,1,18.865818391903645,150799930,2,,23.0,18.0,7783,1,3.0,1899111.0,1,,23.1,0.0
7784,1.0,1,16.644023791836847,47953852,11,9.5,38.0,,7784,0,17.0,6200000.0,2,0.0,61.0,
7785,1.0,1,19.829870053551392,146418965,2,12.0,20.0,,7785,0,20.0,5700000.0,1,,42.0,
7786,0.0,0,33.65692111699981,148295708,1,,,,7786,1,7.0,2123485.0,9,,24.2,
7787,,1,31.326629665845505,149518164,2,,18.5,,7787,0,3.0,740000.0,9,,18.5,
7788,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7788,0,3.0,1360000.0,9,,15.0,0.0
7789,,1,31.326629665845505,150314057,2,,34.5,,7789,0,3.0,1380000.0,1,,34.5,
7790,,1,19.990758195568255,150799498,3,,15.0,15.0,7790,1,3.0,1399111.0,1,,15.1,0.0
7791,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7791,0,3.0,1399444.0,1,1.0,15.4,0.0
7792,,1,20.48842048688527,150808038,3,,14.4,,7792,0,3.0,1399666.0,1,1.0,15.6,
7793,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7793,0,3.0,1490000.0,1,0.0,26.0,0.0
7794,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7794,0,3.0,1520000.0,9,,18.0,1.0
7795,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7795,0,3.0,1520000.0,9,,18.0,1.0
7796,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7796,0,3.0,1520000.0,9,,18.0,1.0
7797,,1,19.710497034370174,150798043,1,,20.0,16.0,7797,0,3.0,1599222.0,1,1.0,20.2,0.0
7798,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7798,1,3.0,1599333.0,1,,20.3,0.0
7799,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7799,0,3.0,1700000.0,9,0.0,19.0,0.0
7800,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7800,0,3.0,1700000.0,9,0.0,19.0,0.0
7801,,1,19.950833117250042,149978104,1,3.0,19.0,,7801,0,3.0,1740000.0,1,,22.0,
7802,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7802,0,3.0,1790000.0,9,,29.0,0.0
7803,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7803,0,3.0,1790000.0,9,,23.0,
7804,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7804,0,3.0,1790000.0,1,0.0,29.0,0.0
7805,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7805,0,3.0,1790000.0,1,0.0,29.0,0.0
7806,,1,19.98498107191243,151021232,3,,25.9,,7806,0,3.0,1790000.0,1,,25.9,
7807,,1,16.385671633096024,150137713,3,5.0,12.0,,7807,0,4.0,1799900.0,1,1.0,17.0,
7808,,0,15.889013498739969,151119318,3,3.0,14.0,,7808,0,4.0,1850000.0,9,,18.0,
7809,,0,16.747492744319896,151049226,1,,13.0,,7809,0,15.0,1850000.0,9,,15.0,
7810,,0,16.91153252660973,151032661,3,4.0,14.0,,7810,0,3.0,1890000.0,9,,18.0,
7811,,1,18.865818391903645,150799930,2,,23.0,18.0,7811,1,3.0,1899111.0,1,,23.1,0.0
7812,1.0,1,16.644023791836847,47953852,11,9.5,38.0,,7812,0,17.0,6200000.0,2,0.0,61.0,
7813,1.0,1,15.319735210853283,150966391,1,9.0,25.4,15.0,7813,1,3.0,6009500.0,2,,50.5,1.0
7814,1.0,0,14.677164515718674,150881900,8,12.0,38.0,,7814,0,17.0,10200000.0,2,1.0,65.0,
7815,,1,31.326629665845505,149518164,2,,18.5,,7815,0,3.0,740000.0,9,,18.5,
7816,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7816,0,3.0,1360000.0,9,,15.0,0.0
7817,,1,31.326629665845505,150314057,2,,34.5,,7817,0,3.0,1380000.0,1,,34.5,
7818,,1,19.990758195568255,150799498,3,,15.0,15.0,7818,1,3.0,1399111.0,1,,15.1,0.0
7819,,1,19.73786859882315,150831553,3,5.4,10.0,17.0,7819,0,3.0,1399444.0,1,1.0,15.4,0.0
7820,,1,20.48842048688527,150808038,3,,14.4,,7820,0,3.0,1399666.0,1,1.0,15.6,
7821,,1,19.950833117250042,150290348,3,4.0,20.0,25.0,7821,0,3.0,1490000.0,1,0.0,26.0,0.0
7822,,1,14.458029294641243,149480776,1,3.0,15.0,14.0,7822,0,3.0,1520000.0,9,,18.0,1.0
7823,,1,14.458029294641243,150995981,1,3.0,12.0,14.0,7823,0,3.0,1520000.0,9,,18.0,1.0
7824,,1,14.70938264022216,150320210,1,3.0,15.0,20.0,7824,0,3.0,1520000.0,9,,18.0,1.0
7825,,1,19.710497034370174,150798043,1,,20.0,16.0,7825,0,3.0,1599222.0,1,1.0,20.2,0.0
7826,,1,19.990758195568255,150860571,1,5.0,15.3,19.0,7826,1,3.0,1599333.0,1,,20.3,0.0
7827,,1,19.98498107191243,150487214,2,3.0,16.0,25.0,7827,0,3.0,1700000.0,9,0.0,19.0,0.0
7828,,1,19.98498107191243,150490074,2,3.0,16.0,25.0,7828,0,3.0,1700000.0,9,0.0,19.0,0.0
7829,,1,19.950833117250042,149978104,1,3.0,19.0,,7829,0,3.0,1740000.0,1,,22.0,
7830,,0,19.638959222580347,148901002,3,3.0,26.0,25.0,7830,0,3.0,1790000.0,9,,29.0,0.0
7831,1.0,1,19.638959222580347,149888462,2,3.0,20.0,,7831,0,3.0,1790000.0,9,,23.0,
7832,,1,19.98498107191243,150487784,3,4.0,22.0,25.0,7832,0,3.0,1790000.0,1,0.0,29.0,0.0
7833,,1,19.98498107191243,150490567,3,4.0,22.0,25.0,7833,0,3.0,1790000.0,1,0.0,29.0,0.0
7834,,1,19.98498107191243,151021232,3,,25.9,,7834,0,3.0,1790000.0,1,,25.9,
7835,,1,16.385671633096024,150137713,3,5.0,12.0,,7835,0,4.0,1799900.0,1,1.0,17.0,
7836,,0,15.889013498739969,151119318,3,3.0,14.0,,7836,0,4.0,1850000.0,9,,18.0,
7837,,0,16.747492744319896,151049226,1,,13.0,,7837,0,15.0,1850000.0,9,,15.0,
7838,,0,16.91153252660973,151032661,3,4.0,14.0,,7838,0,3.0,1890000.0,9,,18.0,
7839,,1,18.865818391903645,150799930,2,,23.0,18.0,7839,1,3.0,1899111.0,1,,23.1,0.0
7840,2.0,1,15.377269749989635,150862677,2,10.0,28.0,7.0,7840,0,3.0,6600000.0,2,0.0,51.0,0.0
7841,1.0,1,16.704041105469297,150409524,4,5.0,13.6,,7841,1,6.0,3040119.0,9,,26.8,
7842,,0,19.638959222580347,150753951,2,,19.0,15.0,7842,0,3.0,1700000.0,9,,19.0,0.0
7843,,1,31.326629665845505,149518164,2,,18.5,,7843,0,3.0,740000.0,9,,18.5,
7844,,1,19.924899182085746,149996983,3,2.5,12.0,25.0,7844,0,3.0,1360000.0,9,,15.0,0.0
